months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_year,fraud_reported,vehicle_age,total_damage,severe_accident,age_group,claim_range
292,45,IL,500/1000,1000,1358.91,0,MALE,Masters,craft-repair,dancing,unmarried,0,0,Vehicle Theft,?,Trivial Damage,Police,WV,Northbend,8336 1st Ridge,4,1,0,0,2,0,7370,670,1340,5360,1997,0,27,7370,0,41-50,0-20k
34,34,OH,500/1000,500,1295.87,0,FEMALE,PhD,priv-house-serv,chess,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Columbus,3998 4th Hwy,4,3,0,1,0,0,50800,5080,5080,40640,1997,1,27,50800,1,31-40,40k-60k
290,48,IL,250/500,500,1161.03,5000000,MALE,Associate,adm-clerical,video-games,not-in-family,45300,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,3966 Oak Hwy,20,2,0,1,1,0,41520,5190,5190,31140,2014,0,10,41520,0,41-50,40k-60k
182,38,OH,500/1000,2000,1441.06,0,FEMALE,Masters,armed-forces,movies,husband,53800,-78300,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,7601 Andromedia Lane,18,1,0,2,3,1,89650,8150,16300,65200,2005,0,19,89650,1,31-40,80k+
362,55,OH,100/300,1000,1097.99,0,FEMALE,JD,other-service,base-jumping,unmarried,44400,-71500,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Hillsdale,5160 2nd Hwy,0,3,0,0,3,0,39690,0,0,39690,1998,0,26,39690,1,51-60,20k-40k
143,32,IL,500/1000,1000,1464.42,0,FEMALE,High School,exec-managerial,golf,husband,79900,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,3288 Tree Lane,1,1,0,2,0,0,62260,5660,5660,50940,1995,0,29,62260,1,31-40,60k-80k
183,38,IL,250/500,500,1543.68,0,FEMALE,Masters,prof-specialty,paintball,not-in-family,20200,0,Single Vehicle Collision,Side Collision,Major Damage,Police,NC,Hillsdale,5874 1st Hwy,17,1,0,0,1,1,51920,9440,4720,37760,2001,1,23,51920,1,31-40,40k-60k
254,40,IL,250/500,500,1390.89,5000000,MALE,College,armed-forces,bungie-jumping,wife,0,-74400,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Riverwood,6467 Best Ave,23,1,0,2,2,0,53460,9720,4860,38880,2009,0,15,53460,0,31-40,40k-60k
249,43,OH,100/300,2000,1148.58,0,FEMALE,MD,adm-clerical,golf,not-in-family,0,-71200,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Arlington,6309 5th Ave,4,3,1,2,1,1,57100,5710,5710,45680,2014,0,10,57100,1,41-50,40k-60k
169,36,IN,250/500,500,1616.26,0,MALE,High School,exec-managerial,yachting,unmarried,50700,-57600,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Springfield,8212 Rock Ave,0,3,0,2,3,0,77440,14080,7040,56320,2004,0,20,77440,1,31-40,60k-80k
235,40,IL,500/1000,500,1398.94,0,MALE,College,craft-repair,bungie-jumping,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Riverwood,4107 MLK Ridge,11,1,0,1,2,0,68300,6830,13660,47810,2003,0,21,68300,0,31-40,60k-80k
112,32,OH,500/1000,1000,1238.92,0,MALE,Associate,other-service,base-jumping,other-relative,57800,-53700,Parked Car,?,Trivial Damage,Unknown,NY,Arlington,4558 3rd Hwy,4,1,0,0,2,0,5060,460,920,3680,2012,0,12,5060,0,31-40,0-20k
16,32,IL,100/300,1000,968.46,0,MALE,MD,tech-support,chess,not-in-family,50800,-66200,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Columbus,1762 Maple Hwy,0,3,0,0,2,0,59400,6600,13200,39600,1995,1,29,59400,1,31-40,40k-60k
128,31,IL,100/300,500,1045.12,0,FEMALE,High School,transport-moving,cross-fit,other-relative,0,-28300,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,5532 Francis Lane,2,3,0,0,2,0,69930,0,15540,54390,2013,1,11,69930,1,31-40,60k-80k
103,27,IN,100/300,1000,1537.33,0,FEMALE,College,handlers-cleaners,board-games,husband,0,-74800,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,6158 Sky Ridge,11,3,1,1,1,0,77700,7770,15540,54390,2008,0,16,77700,0,18-30,60k-80k
356,54,OH,500/1000,500,912.3,0,MALE,College,prof-specialty,yachting,wife,58500,-44000,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Northbend,9214 Elm Ridge,23,3,0,2,1,0,68750,12500,12500,43750,2007,1,17,68750,1,51-60,60k-80k
109,29,OH,100/300,2000,1007.28,6000000,FEMALE,High School,adm-clerical,movies,husband,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,1833 Solo Ave,17,3,0,1,3,1,91080,16560,16560,57960,1995,0,29,91080,0,18-30,80k+
2,20,IN,500/1000,1000,1189.98,4000000,FEMALE,High School,craft-repair,golf,other-relative,0,-54700,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,1953 Sky Lane,22,1,0,1,3,1,48360,4030,8060,36270,2000,0,24,48360,0,18-30,40k-60k
198,34,OH,250/500,1000,1576.41,0,MALE,Associate,handlers-cleaners,kayaking,other-relative,0,-55100,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,6834 1st Drive,18,1,1,1,1,1,95000,9500,9500,76000,2001,0,23,95000,1,31-40,80k+
107,32,OH,100/300,500,1172.82,4000000,MALE,Associate,machine-op-inspct,yachting,other-relative,82100,0,Vehicle Theft,?,Trivial Damage,Police,SC,Arlington,9562 4th Ridge,8,1,0,1,3,0,3900,780,390,2730,2010,0,14,3900,0,31-40,0-20k
252,39,IL,500/1000,500,1312.22,9000000,MALE,High School,transport-moving,cross-fit,other-relative,0,-33300,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,4835 Britain Ridge,15,3,0,0,3,0,59400,11880,5940,41580,2010,1,14,59400,0,31-40,40k-60k
303,43,OH,500/1000,1000,671.01,7000000,FEMALE,Associate,machine-op-inspct,camping,other-relative,42900,-61500,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,8548 Cherokee Ridge,20,1,0,2,0,0,60210,6690,6690,46830,2013,0,11,60210,0,41-50,60k-80k
101,32,IL,250/500,500,895.14,0,MALE,JD,sales,video-games,other-relative,52600,-30400,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Columbus,2352 MLK Drive,4,1,0,0,3,1,43600,8720,4360,30520,2010,0,14,43600,0,31-40,40k-60k
446,57,IN,100/300,2000,1373.21,0,MALE,College,adm-clerical,sleeping,unmarried,42700,-64900,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Northbrook,9734 2nd Ridge,10,3,0,0,0,0,62800,6280,12560,43960,2012,0,12,62800,1,51-60,60k-80k
330,48,OH,250/500,1000,1625.65,0,MALE,College,farming-fishing,skydiving,husband,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,3122 Apache Drive,10,1,1,1,3,0,59500,11900,5950,41650,2006,0,18,59500,1,41-50,40k-60k
211,37,OH,250/500,2000,1295.63,4000000,FEMALE,PhD,armed-forces,skydiving,not-in-family,42200,-33800,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,9816 Britain St,22,3,1,1,0,0,53460,5940,5940,41580,2009,0,15,53460,1,31-40,40k-60k
172,33,IL,100/300,1000,1459.96,6000000,FEMALE,High School,adm-clerical,reading,wife,41300,-42000,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Northbend,8214 Flute St,15,3,0,0,1,0,41690,7580,7580,26530,1999,0,25,41690,1,31-40,40k-60k
316,46,OH,100/300,500,1219.94,7000000,FEMALE,Masters,prof-specialty,paintball,wife,0,-51000,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Arlington,6259 Lincoln Hwy,13,1,0,0,1,1,63100,6310,12620,44170,2000,0,24,63100,0,41-50,60k-80k
435,60,OH,500/1000,500,1064.49,5000000,MALE,Associate,priv-house-serv,chess,other-relative,73500,-43300,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,4492 Andromedia Ave,23,1,0,2,1,0,62880,5240,10480,47160,2007,1,17,62880,1,51-60,60k-80k
344,51,IL,100/300,1000,959.83,0,FEMALE,Masters,sales,paintball,not-in-family,0,-38700,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbend,6179 3rd Ridge,18,3,0,2,2,1,75400,17400,11600,46400,2006,1,18,75400,1,51-60,60k-80k
204,40,OH,250/500,2000,1767.02,0,MALE,JD,machine-op-inspct,hiking,husband,0,-49300,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Arlington,3799 Embaracadero Drive,7,1,1,1,1,0,46200,4200,8400,33600,1997,0,27,46200,1,31-40,40k-60k
278,47,IN,500/1000,500,1285.01,0,MALE,Masters,machine-op-inspct,sleeping,not-in-family,0,-39800,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Hillsdale,5071 1st Lane,21,1,0,2,2,1,58500,5850,5850,46800,2010,0,14,58500,1,41-50,40k-60k
434,57,OH,500/1000,2000,1422.95,0,MALE,JD,transport-moving,bungie-jumping,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,6574 4th Drive,15,3,0,1,3,0,66240,11040,11040,44160,2003,0,21,66240,1,51-60,60k-80k
209,36,IN,100/300,2000,1223.39,0,FEMALE,MD,craft-repair,camping,wife,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Hillsdale,2711 Britain Ave,17,3,0,1,3,0,65440,8180,8180,49080,2014,0,10,65440,1,31-40,60k-80k
250,43,IL,500/1000,2000,1539.06,0,MALE,Masters,sales,exercise,other-relative,37800,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,SC,Hillsdale,4214 MLK Ridge,2,1,0,0,3,0,64200,10700,10700,42800,2002,0,22,64200,0,41-50,60k-80k
61,25,IN,100/300,2000,988.06,0,FEMALE,Masters,other-service,dancing,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Northbend,7976 Britain Drive,1,3,1,1,0,0,32320,4040,4040,24240,2000,0,24,32320,0,18-30,20k-40k
80,28,IL,500/1000,1000,1740.57,0,FEMALE,College,farming-fishing,golf,wife,0,-18600,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbend,4995 Weaver Ridge,3,1,0,0,1,0,33480,3720,3720,26040,2011,0,13,33480,1,18-30,20k-40k
25,38,OH,250/500,1000,1540.91,7000000,MALE,College,adm-clerical,polo,wife,40900,0,Vehicle Theft,?,Trivial Damage,Unknown,VA,Northbend,1515 Embaracadero St,0,1,0,1,1,1,4320,480,960,2880,1995,0,29,4320,0,31-40,0-20k
4,29,IL,250/500,500,1381.88,5000000,MALE,High School,tech-support,exercise,other-relative,0,-77800,Vehicle Theft,?,Trivial Damage,Police,SC,Hillsdale,2968 Andromedia Ave,4,1,0,0,2,0,4200,840,420,2940,2008,0,16,4200,0,18-30,0-20k
32,29,OH,100/300,500,1446.98,0,MALE,MD,adm-clerical,sleeping,own-child,0,-45700,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Arlington,9236 2nd Hwy,11,3,1,2,0,0,57970,10540,5270,42160,2006,0,18,57970,0,18-30,40k-60k
125,31,IN,500/1000,500,1220.86,0,MALE,JD,other-service,paintball,husband,55400,-40400,Parked Car,?,Trivial Damage,Unknown,NY,Arlington,9639 Britain Ridge,4,1,1,1,2,0,4320,0,960,3360,2003,0,21,4320,0,31-40,0-20k
276,45,IL,500/1000,500,948.1,0,FEMALE,High School,machine-op-inspct,reading,wife,44500,-61400,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Columbus,9422 Washington Ridge,11,3,0,0,2,0,69300,13860,6930,48510,2010,0,14,69300,0,41-50,60k-80k
148,30,OH,100/300,500,1471.24,0,FEMALE,Masters,farming-fishing,camping,own-child,57500,-93600,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NC,Riverwood,1213 4th Lane,4,3,0,2,2,0,32480,4060,4060,24360,1997,0,27,32480,0,18-30,20k-40k
222,38,IN,100/300,2000,1157.97,0,MALE,MD,machine-op-inspct,hiking,not-in-family,0,-64500,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Hillsdale,3872 5th Drive,20,1,0,2,2,1,60480,6720,6720,47040,2001,0,23,60480,1,31-40,60k-80k
32,38,IL,250/500,2000,566.11,5000000,MALE,Associate,armed-forces,polo,unmarried,0,0,Parked Car,?,Trivial Damage,Police,NC,Springfield,9397 5th Hwy,22,1,1,0,0,0,2640,440,440,1760,2015,0,9,2640,0,31-40,0-20k
78,27,OH,500/1000,500,1060.88,0,MALE,JD,other-service,skydiving,other-relative,0,-66500,Parked Car,?,Trivial Damage,Police,SC,Northbend,8876 1st St,4,1,0,0,3,0,6050,550,1100,4400,2009,0,15,6050,0,18-30,0-20k
238,43,OH,250/500,1000,1524.45,4000000,MALE,High School,handlers-cleaners,chess,wife,0,-44800,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NC,Hillsdale,3397 5th Ave,21,4,0,0,0,0,42700,4270,4270,34160,1995,1,29,42700,1,41-50,40k-60k
313,47,IN,250/500,1000,1556.17,0,MALE,College,prof-specialty,reading,wife,63900,-53300,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Hillsdale,3263 Pine Ridge,20,1,1,1,3,0,40260,3660,7320,29280,1996,1,28,40260,1,41-50,40k-60k
334,50,OH,500/1000,500,1216.24,0,MALE,Masters,priv-house-serv,polo,wife,26700,-47200,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,Columbus,8639 5th Hwy,7,1,0,2,0,0,50000,5000,10000,35000,2008,0,16,50000,1,41-50,40k-60k
190,35,IN,250/500,500,1484.72,5000000,FEMALE,High School,tech-support,golf,husband,0,0,Parked Car,?,Trivial Damage,Unknown,NY,Riverwood,5743 4th Ridge,4,1,0,0,1,0,3840,640,320,2880,1998,0,26,3840,0,31-40,0-20k
194,41,IL,250/500,500,1203.81,0,MALE,JD,transport-moving,video-games,not-in-family,52500,-51300,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,WV,Springfield,3555 Francis Ridge,17,3,0,0,2,0,95900,13700,20550,61650,1999,0,25,95900,0,41-50,80k+
290,47,IN,250/500,1000,1393.34,0,MALE,High School,exec-managerial,bungie-jumping,other-relative,0,-61400,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,4939 Oak Lane,20,3,1,1,3,1,56160,6240,12480,37440,2002,0,22,56160,0,41-50,40k-60k
26,42,OH,100/300,1000,1484.48,0,MALE,PhD,armed-forces,sleeping,not-in-family,50700,-36300,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Riverwood,3100 Best St,10,1,0,2,3,0,63030,5730,11460,45840,1996,0,28,63030,1,41-50,60k-80k
254,41,IL,250/500,500,1581.27,5000000,FEMALE,PhD,handlers-cleaners,skydiving,own-child,42200,-48000,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Riverwood,3029 5th Ave,8,1,1,2,2,0,63470,5770,11540,46160,1999,0,25,63470,0,41-50,60k-80k
199,38,IL,250/500,1000,1281.25,0,FEMALE,High School,tech-support,movies,other-relative,0,-53100,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Columbus,8941 Solo Ridge,6,1,0,0,2,0,44440,8080,4040,32320,2007,1,17,44440,1,31-40,40k-60k
137,35,IN,250/500,500,1667.83,0,MALE,JD,prof-specialty,paintball,husband,48500,-67400,Parked Car,?,Minor Damage,Police,WV,Northbrook,4447 Francis Hwy,4,1,1,1,1,0,6600,1200,1200,4200,2005,0,19,6600,0,31-40,0-20k
134,36,OH,250/500,1000,1497.41,0,MALE,PhD,machine-op-inspct,kayaking,husband,14100,-44500,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbrook,7701 Tree St,17,3,0,2,0,1,77200,9650,9650,57900,1996,0,28,77200,0,31-40,60k-80k
73,30,OH,100/300,500,803.36,0,FEMALE,High School,protective-serv,reading,husband,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Springfield,4653 Pine St,15,3,0,0,0,1,57000,0,11400,45600,2013,0,11,57000,1,18-30,40k-60k
289,45,OH,250/500,2000,1221.41,0,FEMALE,Masters,farming-fishing,movies,wife,46700,-72500,Vehicle Theft,?,Trivial Damage,Police,WV,Riverwood,8742 4th St,9,1,0,2,1,0,2700,300,300,2100,2006,0,18,2700,0,41-50,0-20k
176,36,OH,250/500,500,1865.83,5000000,MALE,College,transport-moving,kayaking,unmarried,32800,-50600,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,Hillsdale,7316 Texas Ave,17,1,0,2,1,1,47300,4300,8600,34400,2006,0,18,47300,1,31-40,40k-60k
145,37,OH,250/500,2000,1434.27,0,FEMALE,Associate,tech-support,sleeping,unmarried,0,-35900,Single Vehicle Collision,Rear Collision,Major Damage,Other,VA,Arlington,2950 MLK Ave,13,1,0,2,3,0,55110,5010,10020,40080,2002,0,22,55110,1,31-40,40k-60k
164,31,IN,500/1000,500,1114.68,0,FEMALE,Associate,other-service,reading,husband,44500,-55900,Vehicle Theft,?,Trivial Damage,Police,SC,Springfield,8233 Tree Drive,5,1,1,1,0,0,4320,480,480,3360,2002,0,22,4320,0,31-40,0-20k
186,38,OH,250/500,2000,1218.56,0,FEMALE,Masters,transport-moving,video-games,husband,39300,-60300,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Arlington,4642 Rock Ridge,23,3,1,2,2,0,68760,11460,5730,51570,1998,1,26,68760,1,31-40,60k-80k
85,31,IL,250/500,2000,1234.69,9000000,FEMALE,MD,tech-support,paintball,husband,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Arlington,7733 Britain Lane,1,2,0,2,1,0,74400,14880,7440,52080,2003,1,21,74400,1,31-40,60k-80k
162,33,OH,250/500,500,964.92,0,FEMALE,Associate,exec-managerial,base-jumping,other-relative,45700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Hillsdale,2753 Cherokee Ave,17,4,0,2,1,0,35300,3530,3530,28240,1996,1,28,35300,1,31-40,20k-40k
396,57,IL,500/1000,500,1351.72,0,MALE,High School,tech-support,camping,wife,0,-49400,Parked Car,?,Minor Damage,Unknown,NY,Springfield,3995 Lincoln Hwy,3,1,1,1,3,0,2640,480,480,1680,2000,0,24,2640,0,51-60,0-20k
270,41,IL,250/500,1000,817.28,0,MALE,High School,sales,cross-fit,unmarried,62200,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Columbus,4095 MLK St,17,3,0,1,1,0,60190,4630,9260,46300,2014,1,10,60190,1,41-50,60k-80k
168,39,IL,500/1000,1000,1389.59,0,FEMALE,Masters,machine-op-inspct,exercise,own-child,0,-42600,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Northbend,5782 Rock Drive,23,3,1,1,3,0,41580,3780,7560,30240,2015,1,9,41580,1,31-40,40k-60k
274,45,IN,250/500,1000,1353.53,0,FEMALE,JD,tech-support,cross-fit,unmarried,54700,-47900,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Columbus,2900 Sky Drive,13,1,1,0,0,0,58500,11700,0,46800,1995,1,29,58500,0,41-50,40k-60k
263,43,IN,500/1000,1000,1294.04,0,FEMALE,Masters,handlers-cleaners,movies,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,1515 Pine Lane,17,1,1,2,3,1,79320,13220,6610,59490,1997,0,27,79320,0,41-50,60k-80k
152,33,OH,100/300,1000,840.81,0,FEMALE,High School,farming-fishing,chess,husband,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Arlington,4876 Washington Drive,2,1,1,0,2,0,82610,7510,7510,67590,2002,1,22,82610,0,31-40,80k+
46,41,OH,100/300,2000,998.19,0,FEMALE,MD,priv-house-serv,video-games,husband,43700,-66300,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Hillsdale,5779 2nd Lane,23,3,0,1,3,0,78600,13100,19650,45850,2004,1,20,78600,1,41-50,60k-80k
276,46,OH,100/300,2000,1090.32,0,MALE,College,handlers-cleaners,chess,husband,0,-70400,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Columbus,6706 Francis Drive,17,1,0,1,2,0,51390,5710,5710,39970,2007,1,17,51390,0,41-50,40k-60k
234,44,IN,500/1000,500,1780.67,0,MALE,Associate,other-service,exercise,other-relative,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Springfield,6384 5th Ridge,3,1,0,1,0,0,70200,7020,7020,56160,2012,1,12,70200,1,41-50,60k-80k
64,30,IL,250/500,2000,1681.01,0,MALE,JD,protective-serv,base-jumping,own-child,0,-51100,Parked Car,?,Minor Damage,Unknown,SC,Riverwood,3006 Lincoln Ridge,16,1,0,2,1,0,4900,490,1470,2940,2015,0,9,4900,0,18-30,0-20k
456,62,OH,250/500,1000,1395.77,0,FEMALE,MD,protective-serv,chess,own-child,82600,-49500,Multi-vehicle Collision,Side Collision,Major Damage,Other,PA,Hillsdale,5352 Lincoln Drive,13,3,0,1,3,0,66480,5540,11080,49860,2012,1,12,66480,1,61-70,60k-80k
58,23,OH,500/1000,2000,1471.44,5000000,MALE,High School,transport-moving,reading,own-child,57500,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,Riverwood,6110 Rock Ridge,8,1,0,2,1,0,50380,4580,9160,36640,2007,1,17,50380,1,18-30,40k-60k
475,61,IL,500/1000,500,1265.72,0,FEMALE,Masters,handlers-cleaners,paintball,wife,0,-59500,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Columbus,7797 Tree Ridge,23,1,1,0,2,0,64350,9900,9900,44550,1998,0,26,64350,1,61-70,60k-80k
96,29,IN,250/500,1000,1274.7,5000000,MALE,College,prof-specialty,hiking,other-relative,47500,-58700,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,Springfield,4910 1st Lane,15,3,1,2,3,1,55400,5540,11080,38780,2004,1,20,55400,1,18-30,40k-60k
99,28,OH,100/300,500,1330.39,0,MALE,MD,prof-specialty,basketball,wife,0,0,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Columbus,8766 Lincoln Lane,3,1,0,2,2,1,49900,4990,9980,34930,1998,0,26,49900,1,18-30,40k-60k
38,28,OH,500/1000,500,1122.95,4000000,MALE,Masters,priv-house-serv,golf,other-relative,78000,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbrook,6399 Oak Drive,4,3,0,0,3,1,74880,12480,12480,49920,2000,0,24,74880,0,18-30,60k-80k
259,44,OH,250/500,2000,1655.79,0,FEMALE,Masters,exec-managerial,exercise,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Northbend,3127 Flute St,8,1,1,0,0,1,105820,16280,16280,73260,2002,0,22,105820,0,41-50,80k+
241,43,IN,250/500,1000,935.77,0,MALE,Associate,prof-specialty,golf,own-child,0,-36000,Vehicle Theft,?,Trivial Damage,Police,PA,Northbend,8920 Best Ave,21,1,0,1,0,1,7150,1300,650,5200,2003,0,21,7150,0,41-50,0-20k
437,58,IN,500/1000,2000,1192.04,0,MALE,Associate,craft-repair,dancing,own-child,66100,-31400,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbrook,7314 Tree Drive,23,1,1,0,0,0,55800,11160,11160,33480,2004,0,20,55800,1,51-60,40k-60k
130,34,OH,100/300,500,990.11,0,MALE,Masters,sales,kayaking,other-relative,0,-41200,Parked Car,?,Trivial Damage,Unknown,NY,Riverwood,8872 Oak Ridge,8,1,0,1,3,1,5830,1060,1060,3710,2015,0,9,5830,0,31-40,0-20k
269,41,OH,100/300,2000,1422.21,0,FEMALE,Associate,handlers-cleaners,polo,unmarried,0,-46400,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Riverwood,5022 1st St,21,1,1,2,1,0,85900,17180,17180,51540,2005,1,19,85900,1,41-50,80k+
103,29,OH,500/1000,500,914.85,0,MALE,Associate,prof-specialty,base-jumping,other-relative,72100,0,Parked Car,?,Minor Damage,Police,OH,Columbus,3423 Francis Ave,5,1,0,2,3,0,7110,790,1580,4740,2005,0,19,7110,0,18-30,0-20k
284,43,IL,250/500,500,1123.84,0,MALE,PhD,prof-specialty,kayaking,other-relative,48200,0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,9529 4th Drive,12,3,0,0,0,1,36960,6720,3360,26880,2007,0,17,36960,1,41-50,20k-40k
189,39,OH,250/500,2000,838.02,0,FEMALE,College,tech-support,movies,own-child,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,VA,Northbrook,1818 Tree St,7,3,0,2,0,1,64400,6440,6440,51520,1997,0,27,64400,0,31-40,60k-80k
267,43,OH,250/500,500,1300.68,0,MALE,PhD,adm-clerical,sleeping,unmarried,49000,0,Parked Car,?,Minor Damage,Unknown,NC,Northbend,4431 Rock St,0,1,0,1,3,1,1920,480,0,1440,2011,0,13,1920,0,41-50,0-20k
39,22,IN,500/1000,500,1173.21,0,MALE,JD,farming-fishing,polo,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbend,4782 Sky Lane,14,1,1,0,1,1,86130,15660,7830,62640,2009,1,15,86130,1,18-30,80k+
